hidden_units,hidden_dropout,hidden_l2,output_dropout,output_l2,mse_0
20,0,800,0,300,1000.412724
20,0,800,0,500,1000.449176
20,0,800,0,600,1000.460271
20,0,800,0,700,1000.464608
20,0,800,0,400,1000.465764
20,0,800,0,800,1000.472897
