filters,kernel_size,conv_l2,conv_dropout,lstm_units,kernel_dropout,kernel_l2,recurrent_l2,output_droput,mse_0
10,3,600,0.1,20,0.3,0,0,0.1,1075.166359
10,3,300,0.1,20,0.3,0,0,0.1,1075.252368
10,3,600,0.2,20,0.3,0,0,0.1,1080.475657
10,3,300,0.2,20,0.3,0,0,0.1,1080.925144
10,3,600,0,20,0.3,0,0,0.1,1081.956659
10,3,300,0,20,0.3,0,0,0.1,1088.996146
