hidden_units,hidden_dropout,hidden_l2,output_l2,loss,mse_0
15,0.1,45.0,20.0,0.0,1157.3161617568114
15,0.1,45.0,20.0,0.2,1163.8787121295825
15,0.1,45.0,20.0,0.5,1177.2050296381178
15,0.1,50.0,20.0,0.0,1139.9956541847823
15,0.1,50.0,20.0,0.2,1154.7397666087031
15,0.1,50.0,20.0,0.5,1164.7917833431227
