filters,kernel_size,conv_l2,conv_dropout,lstm_units,kernel_dropout,kernel_l2,recurrent_l2,output_droput,mse_0
10,3,300,0.1,20,0.3,0,0,0.1,1081.496455
10,3,300,0.1,20,0.3,0,600,0.1,1083.277488
10,3,300,0.1,20,0.3,0,60,0.1,1083.902101
10,3,30,0.1,20,0.3,0,0,0.1,1086.622533
10,3,0,0.1,20,0.3,0,60,0.1,1088.549144
10,3,0,0.1,20,0.3,0,600,0.1,1090.133662
10,3,0,0.1,20,0.3,0,0,0.1,1093.346286
10,3,30,0.1,20,0.3,0,60,0.1,1097.125088
10,3,30,0.1,20,0.3,0,600,0.1,1097.391776
