hidden_units,hidden_dropout,hidden_l2,output_l2,mse_0
15,0.1,35,20,1080.681404
15,0.1,50,20,1080.691893
15,0.1,40,7,1080.73372
15,0.1,40,10,1081.024826
15,0.1,40,5,1081.028355
15,0.1,40,20,1081.166916
15,0.1,35,10,1081.265662
15,0.1,60,20,1081.328906
15,0.1,60,10,1081.535103
15,0.1,35,5,1081.539675
15,0.1,60,7,1081.785847
15,0.1,50,7,1082.068861
15,0.1,35,7,1082.255126
15,0.1,60,5,1082.258781
15,0.1,50,10,1082.446302
15,0.1,50,5,1082.504236
