filters,kernel_size,conv_l2,conv_dropout,lstm_units,kernel_dropout,kernel_l2,recurrent_l2,output_droput,mse_0
10,3,200,0.2,50,0.3,0,600,0.1,1076.86901
10,3,300,0.2,50,0.3,0,600,0.1,1077.406041
10,3,100,0.2,50,0.3,0,600,0.1,1077.833799
10,3,50,0.2,50,0.3,0,600,0.1,1078.36392
10,3,30,0.2,50,0.3,0,600,0.1,1080.618689
10,3,10,0.2,50,0.3,0,600,0.1,1083.644529
