hidden_units,hidden_dropout,hidden_l2,output_l2,loss,mse_0
15,0.1,45,20,0.5,1080.115849
15,0.1,50,20,0.5,1080.48284
15,0.1,50,20,0,1080.691887
15,0.1,45,20,0.2,1080.95453
15,0.1,50,20,0.2,1081.053461
15,0.1,45,20,0,1081.623408
