hidden_units,hidden_dropout,hidden_l2,output_l2,mse_0
20,0.2,500,20,1072.812485
20,0.2,500,10,1072.913191
20,0.2,550,10,1073.10452
20,0.2,450,10,1073.532399
20,0.2,550,20,1073.622491
20,0.2,450,20,1073.730105
20,0.2,450,40,1074.521437
20,0.2,500,40,1075.911601
20,0.2,550,40,1076.171266
