hidden_units,hidden_dropout,hidden_l2,output_l2,mse_0
15,0.1,35,20,1080.681404
15,0.1,30,30,1080.853638
15,0.1,35,30,1080.915409
15,0.1,35,35,1081.059012
15,0.1,30,25,1081.144553
15,0.1,30,35,1081.265966
15,0.1,35,25,1081.41582
15,0.1,30,20,1081.555502
15,0.1,25,35,1081.802374
15,0.1,25,30,1082.30499
15,0.1,25,25,1082.799285
15,0.1,25,20,1083.863821
