hidden_units,hidden_dropout,hidden_l2,output_l2
20,0.2,450.0,10.0
20,0.2,450.0,20.0
20,0.2,450.0,40.0
20,0.2,500.0,10.0
20,0.2,500.0,20.0
20,0.2,500.0,40.0
20,0.2,550.0,10.0
20,0.2,550.0,20.0
20,0.2,550.0,40.0
