hidden_units,hidden_dropout,hidden_l2,output_dropout,output_l2
20,0.0,800.0,0.0,300.0
20,0.0,800.0,0.0,400.0
20,0.0,800.0,0.0,500.0
20,0.0,800.0,0.0,600.0
20,0.0,800.0,0.0,700.0
20,0.0,800.0,0.0,800.0
