hidden_units,hidden_dropout,hidden_l2,output_l2
10,0.1,20.0,10.0
10,0.1,20.0,50.0
10,0.1,20.0,100.0
10,0.1,40.0,10.0
10,0.1,40.0,50.0
10,0.1,40.0,100.0
10,0.1,100.0,10.0
10,0.1,100.0,50.0
10,0.1,100.0,100.0
10,0.1,200.0,10.0
10,0.1,200.0,50.0
10,0.1,200.0,100.0
15,0.1,20.0,10.0
15,0.1,20.0,50.0
15,0.1,20.0,100.0
15,0.1,40.0,10.0
15,0.1,40.0,50.0
15,0.1,40.0,100.0
15,0.1,100.0,10.0
15,0.1,100.0,50.0
15,0.1,100.0,100.0
15,0.1,200.0,10.0
15,0.1,200.0,50.0
15,0.1,200.0,100.0
