hidden_units,hidden_dropout,hidden_l2,output_l2
15,0.1,35.0,5.0
15,0.1,35.0,7.0
15,0.1,35.0,10.0
15,0.1,35.0,20.0
15,0.1,40.0,5.0
15,0.1,40.0,7.0
15,0.1,40.0,10.0
15,0.1,40.0,20.0
15,0.1,50.0,5.0
15,0.1,50.0,7.0
15,0.1,50.0,10.0
15,0.1,50.0,20.0
15,0.1,60.0,5.0
15,0.1,60.0,7.0
15,0.1,60.0,10.0
15,0.1,60.0,20.0
